ID	Long ID	Event Name	Start Time	End Time	Latitude	Longitude	Venue Name	Street	City	Region	Postalcode	Country	Price	rawprice	URL	Type	Trimmed Performer	Allmusic Performer	Moods	Allmusic Genre	Allmusic URL
87020668	87020668-the-seacoast-stompers	The Seacoast Stompers	2009-06-06 13:30:00 +0000		42.4819	-71.4403	Acton Jazz Cafe	452 Great Rd, Rte. 2A	Acton	MA	01720	United States	10	 $10.00	http://www.actonjazzcafe.com	Music	The Seacoast Stompers				
86821142	86821142-on-the-road-again-music-to-play-loud-in-your-car	On The Road Again: music to play loud in your car	2009-06-06 16:00:00 +0000		42.36384	-71.41589	Memorial Congregational Church	26 Concord Rd.	Sudbury	MA	01776	United States	0	 Free	http://www.mccsudbury.org	Rock	On The Road Again				
86559339	86559339-darol-anger-friends	Darol Anger &amp;amp; Friends	2009-06-06 19:00:00 +0000		42.37395	-71.11987	Club Passim	47 Palmer St.	Cambridge	MA	02138	United States	25	 $25.00	http://www.clubpassim.org/	Music	Darol Anger 	Darol Anger	Folk|New Acoustic|Progressive Bluegrass|New Age|Adult Alternative|Chamber Jazz|Organic|Earthy|Reserved|Relaxed|Amiable/ Good-Natured|Freewheeling|Reverent|Reflective|Gentle|Literate|Passionate|Joyous|Complex|Refined/ Mannered|Confident|Earnest|Fiddle|Violin	Country	http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:0iftxqq5ld0e
86068917	86068917-boston-early-music-festival-2009	Boston Early Music Festival 2009	2009-06-06 19:00:00 +0000		42.34464	-71.07044	Calderwood Pavilion	527 Tremont St.	Boston	MA	02116	United States	-1		http://www.huntingtontheatre.org/venue/theater.aspx	Classical	Boston Early Music Festival 2009				
86702148	86702148-masscannnorml-benefit-prospect-hill-the-force	MassCann/NORML Benefit: Prospect Hill, The Force	2009-06-06 20:00:00 +0000		42.36393	-71.10122	Middle East Club	472 Massachusetts Ave.	Cambridge	MA	02139	United States	10	 $10.00	http://www.mideastclub.com/	Alternative	MassCann				
86851231	86851231-mystic-chorale	Mystic Chorale	2009-06-06 20:00:00 +0000		42.35086	-71.17237	Converse Hall-Tremont Temple	88 Tremont St.	Boston	MA	02108	United States	10	 $10 - $15		Music	Mystic Chorale				
86947476	86947476-gold-star-morning-4-stud	Gold Star Morning, 4&amp;quot; Stud	2009-06-06 20:00:00 +0000		42.36393	-71.10122	Middle East Club	472 Massachusetts Ave.	Cambridge	MA	02139	United States	10	 $10.00	http://www.mideastclub.com/	Alternative	Gold Star Morning				
87063769	87063769-rockport-chamber-music-festival-claremont-trio	Rockport Chamber Music Festival: Claremont Trio	2009-06-06 20:00:00 +0000		42.65835	-70.6181	Rockport Art Association	12 Main St.	Rockport	MA	01966	United States	22	 $22-$40	http://www.rockportartassn.org	Classical	Rockport Chamber Music Festival				
86972689	86972689-perpetual-motion-music-for-handbells	Perpetual Motion: Music for Handbells	2009-06-06 20:00:00 +0000		42.35138	-71.11707	Boston University Dance Theater	915 Commonwealth Ave.	Boston	MA	02215	United States	15	 $15/$5 students	http://fitrec.bu.edu/programs/dance/	Classical	Perpetual Motion	Perpetual Motion	Club/Dance	Electronica	http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:jjfoxqehldje
87023589	87023589-psychedelic-furs	Psychedelic Furs	2009-06-06 20:00:00 +0000		42.09501	-71.2624	Showcase Live	23 Patriot Place	Foxboro	MA	02035	United States	-1		http://showcaselive.com/	Alternative	Psychedelic Furs	The Psychedelic Furs	Alternative Pop/ Rock|New Wave|Post-Punk|College Rock|Dance-Rock|Punk|Cold|Brooding|Detached|Restrained|Melancholy|Soothing|Confident|Gloomy|Dreamy|Hypnotic|Stylish|Reserved|Wistful|Plaintive|Amiable/ Good-Natured	Pop/Rock	http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:gifoxqr5ldhe
86333491	86333491-amadou-mariam	Amadou &amp;amp; Mariam	2009-06-06 20:00:00 +0000		42.35163	-71.11925	Paradise Rock Club	967 Commonwealth Ave.	Boston	MA	02215	United States	-1		http://www.thedise.com/	Music	Amadou 				
86906122	86906122-pj-harvey	PJ Harvey	2009-06-06 20:00:00 +0000		42.34739	-71.09572	House Of Blues	15 Lansdowne St.	Boston	MA	02215	United States	-1		http://www.hob.com/venues/clubvenues/boston/	Music	PJ Harvey	PJ Harvey	Alternative Pop/ Rock|Alternative Singer/ Songwriter|Indie Rock|Adult Alternative Pop/ Rock|Dramatic|Urgent|Literate|Gutsy|Cathartic|Passionate|Complex|Volatile|Angst-Ridden|Fiery|Intense|Visceral|Distraught|Unsettling|Brooding|Eerie|Intimate|Aggressive|Provocative|Sexy|Yearning|Guitar|Vocals	Pop/Rock	http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:apfoxqt5ld0e
86951646	86951646-boston-pops-gospel-night-with-edwin-hawkins	Boston Pops 'Gospel Night with Edwin Hawkins'	2009-06-06 20:00:00 +0000		42.34266	-71.08473	Boston Symphony Hall	301 Massachusetts Ave.	Boston	MA	02115	United States	20	 $20.00  - $89.00 	http://www.bso.org	Pop	Boston Pops 'Gospel Night 				
86959302	86959302-diving-ducks-blues-band	Diving Ducks Blues Band	2009-06-06 20:30:00 +0000		42.01872	-71.49946	Millerville Mens' Club	8 Lloyd St.	Blackstone	MA	01504	United States	-1			Blues	Diving Ducks Blues Band				
86545638	86545638-kevin-devine	Kevin Devine	2009-06-06 20:30:00 +0000		42.36372	-71.10165	T.T. the Bear's Place	10 Brookline St.	Cambridge	MA	02138	United States	11	 $11.00	http://www.ttthebears.com	Alternative	Kevin Devine	Kevin Devine	Alternative Singer/ Songwriter|Indie Rock|Emo|Wistful|Melancholy|Literate|Bittersweet|Sentimental|Poignant|Earnest|Reflective|Intimate|Brooding|Guitar|Vocals	Pop/Rock	http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:fvfwxqekldse
86805136	86805136-mavado	Mavado	2009-06-06 21:00:00 +0000		42.41453	-70.99186	Club Lido	1290 N. Shore RD	Revere	MA	02151	United States	-1		http://clublido.com	Alternative	Mavado	Mavado	Dancehall|Street-Smart|Thuggish|Rowdy|Rambunctious|Fiery|Energetic|Confrontational|Aggressive|Rebellious|Confident|Rousing|Raucous|Playful|Party/ Celebratory|Fun|Freewheeling|Carefree|Brash|Boisterous	Reggae	http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:fvfwxqldldje
86716837	86716837-mavado-serani-shaggy-w-mighty-mystic-more	Mavado, Serani &amp;amp; Shaggy w/ Mighty Mystic &amp;amp; more	2009-06-06 21:00:00 +0000		42.41453	-70.99186	Club Lido	1290 N. Shore RD	Revere	MA	02151	United States	35	 $35.00 - $50.00	http://clublido.com	Music	Mavado	Mavado	Dancehall|Street-Smart|Thuggish|Rowdy|Rambunctious|Fiery|Energetic|Confrontational|Aggressive|Rebellious|Confident|Rousing|Raucous|Playful|Party/ Celebratory|Fun|Freewheeling|Carefree|Brash|Boisterous	Reggae	http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:fvfwxqldldje
86573514	86573514-ryles-jazz-club-sunday-brunch-presents-the-patricia-adams-quartet	Ryles Jazz Club Sunday Brunch Presents The Patricia Adams Quartet	2009-06-07 10:00:00 +0000	2009-06-07 15:00:00 +0000	42.37321	-71.10049	Ryles Jazz Club &amp; Ryles Dance Hall	212 Hampshire St.	Cambridge	MA	02139	United States	0	 No Cover	http://www.rylesjazz.com/	Jazz	The Patricia Adams Quartet				
86837177	86837177-these-green-eyes-us-against-the-archers	These Green Eyes, Us Against The Archers	2009-06-07 13:00:00 +0000		42.36393	-71.10122	Middle East Club	472 Massachusetts Ave.	Cambridge	MA	02139	United States	9	 $9.00	http://www.mideastclub.com/	Alternative	These Green Eyes	These Green Eyes	Punk Metal|Emo|Volatile|Visceral|Rebellious|Hostile|Fiery|Confrontational|Brash|Angst-Ridden|Aggressive	Pop/Rock	http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:hxfpxqesldte
86886184	86886184-first-sunday-world-music-series	First Sunday World Music Series	2009-06-07 14:00:00 +0000		42.37488	-71.11455	Arthur M. Sackler Museum	485 Broadway	Cambridge	MA	02138	United States	-2	 Free with the price of admission.	http://www.harvardartmuseum.org	World Music	First Sunday World Music Series				
87014760	87014760-songs-for-voice-and-guitar-from-spain-and-the-americas	Songs for voice and guitar from Spain and the Americas	2009-06-07 16:00:00 +0000	2009-06-07 17:00:00 +0000	42.31358	-71.11743	Taylor House Bed and Breakfast	50 Burroughs St.	Jamaica Plain	MA	02130	United States	10	 $10	http://www.taylorhouse.com/	Classical	Songs for voice and guitar from Spain and the Americas				
86562995	86562995-acoustic-open-mic-hosted-by-fitzy	Acoustic Open Mic Hosted By Fitzy	2009-06-07 19:00:00 +0000		42.46211	-71.3498	Concords Colonial Inn	48 Monument Square	Concord	MA	01742	United States	0	 none	http://www.concordscolonialinn.com	Folk	Acoustic Open Mic Hosted By Fitzy				
86484670	86484670-doves-with-wild-light	Doves with Wild Light	2009-06-07 19:00:00 +0000		42.34739	-71.09572	House Of Blues	15 Lansdowne St.	Boston	MA	02215	United States	18	 $18.00 - $30.00	http://www.hob.com/venues/clubvenues/boston/	Alternative	Doves 				
86559296	86559296-mary-fahl-with-special-guests-glenn-patscha-and-byron-isaacs-from-ollabelle	Mary Fahl With Special Guests Glenn Patscha And Byron Isaacs From Ollabelle	2009-06-07 19:30:00 +0000		42.37395	-71.11987	Club Passim	47 Palmer St.	Cambridge	MA	02138	United States	25	 $25.00	http://www.clubpassim.org/	Music	Mary Fahl 				
86837185	86837185-the-old-ceremony	The Old Ceremony	2009-06-07 20:00:00 +0000		42.36393	-71.10122	Middle East Club	472 Massachusetts Ave.	Cambridge	MA	02139	United States	8	 $8.00	http://www.mideastclub.com/	Alternative	The Old Ceremony	The Old Ceremony	Indie Pop|Chamber Pop|Nostalgic|Ambitious|Passionate|Restrained|Theatrical|Literate|Melancholy|Bravado|Dramatic|Searching|Whimsical|Self-Conscious|Yearning|Reflective|Plaintive|Sentimental|Intimate|Earnest|Romantic|Sophisticated	Pop/Rock	http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:kxfqxqesldje
87063828	87063828-rockport-chamber-music-festival-borromeo-quartet	Rockport Chamber Music Festival: Borromeo Quartet	2009-06-07 20:00:00 +0000		42.65835	-70.6181	Rockport Art Association	12 Main St.	Rockport	MA	01966	United States	22	 $22-$40	http://www.rockportartassn.org	Classical	Rockport Chamber Music Festival				
87083929	87083929-the-advancing-banjo-player-technique-tunes-and-ideas-to-help-you-get-to-the-next-level-with-charlie-rose	The Advancing Banjo Player: Technique, Tunes, And Ideas To Help You Get To The Next Level With Charlie Rose	2009-06-08 20:00:00 +0000		42.37395	-71.11987	Club Passim	47 Palmer St.	Cambridge	MA	02138	United States	88	 $88.00	http://www.clubpassim.org/	Music	The Advancing Banjo Player				
86917467	86917467-subdudes	Subdudes	2009-06-08 20:30:00 +0000		42.36066	-71.05482	Hard Rock Cafe Boston	22-24 Clinton St.	Boston	MA	02109	United States	-1		http://www.hardrock.com/locations/cafes3/cafes.aspx?LocationID=101&amp;MenuID=15&amp;MIBEnumID=3	Music	Subdudes	The Subdudes	Rock & Roll|Roots Rock|Adult Alternative Pop/ Rock|Americana|Rousing|Lively|Bright|Reflective|Wistful|Freewheeling|Passionate|Bittersweet|Confident	Pop/Rock	http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:fiftxqr5ldae
86834030	86834030-harry-and-the-potters-previously-on-lost	Harry And The Potters, Previously On Lost	2009-06-09 19:00:00 +0000		42.36393	-71.10122	Middle East Club	472 Massachusetts Ave.	Cambridge	MA	02139	United States	10	 $10.00	http://www.mideastclub.com/	Rock	Harry And The Potters	Harry and the Potters	Sing-Along|Indie Rock|Indie Pop|Exuberant|Whimsical|Witty|Fun|Playful|Quirky|Confident|Energetic|Earnest|Happy|Sweet|Amiable/ Good-Natured|Irreverent|Innocent|Cheerful|Carefree|Light	Pop/Rock	http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:wvfpxzt5ldde
86947568	86947568-wasted-talent	Wasted Talent	2009-06-09 20:00:00 +0000		42.36393	-71.10122	Middle East Club	472 Massachusetts Ave.	Cambridge	MA	02139	United States	9	 $9.00	http://www.mideastclub.com/	Alternative	Wasted Talent				
87063855	87063855-rockport-chamber-music-festival-st-lawrence-string-quartet	Rockport Chamber Music Festival: St. Lawrence String Quartet	2009-06-09 20:00:00 +0000		42.65764	-70.61826	The First Congregational Church of Rockport	12 School St.	Rockport	MA	01966	United States	22	 $22-$40		Classical	Rockport Chamber Music Festival				
86226478	86226478-the-decemberists	The Decemberists	2009-06-09 20:00:00 +0000		42.34819	-71.03693	Bank of America Pavilion	290 Northern Ave.	Boston	MA	02206	United States	-1		http://www.livenation.com/venue/getVenue/venueId/496	Pop	The Decemberists	The Decemberists	Chamber Pop|Indie Pop|Indie Rock|Earnest|Quirky|Literate|Passionate|Sophisticated|Ambitious|Lush|Cerebral|Pastoral|Poignant|Freewheeling|Energetic|Lively|Intimate|Wistful	Pop/Rock	http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:kpfrxqu0ldje
86500637	86500637-boston-pops-linda-eder-sings-judy-garland	Boston Pops 'Linda Eder Sings Judy Garland'	2009-06-09 20:00:00 +0000		42.34266	-71.08473	Boston Symphony Hall	301 Massachusetts Ave.	Boston	MA	02115	United States	20	 $20.00 - $89.00	http://www.bso.org	Pop	Boston Pops 'Linda Eder Sings Judy Garland'				
87034984	87034984-makem-spain-brothers	Makem &amp;amp; Spain Brothers	2009-06-09 20:30:00 +0000		42.39725	-71.12317	Johnny D's Restaurant &amp; Music Club	17 Holland St.	Somerville	MA	02144	United States	-1		http://www.johnnyds.com	World Music	Makem 				
86603462	86603462-meat-puppets	Meat Puppets	2009-06-10 19:00:00 +0000		42.35163	-71.11925	Paradise Rock Club	967 Commonwealth Ave.	Boston	MA	02215	United States	-1		http://www.thedise.com/	Music	Meat Puppets	Meat Puppets	American Underground|Alternative Pop/ Rock|Hardcore Punk|Cowpunk|American Punk|College Rock|Spicy|Playful|Freewheeling|Trippy|Wry|Irreverent|Druggy|Summery|Quirky|Rollicking	Pop/Rock	http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:gifixqe5ldfe
86663829	86663829-jenny-lewis	Jenny Lewis	2009-06-10 19:00:00 +0000		42.34739	-71.09572	House Of Blues	15 Lansdowne St.	Boston	MA	02215	United States	20	 $20.00	http://www.hob.com/venues/clubvenues/boston/	Alternative	Jenny Lewis	Jenny Lewis	Indie Rock|Americana|Indie Pop|Alternative Country-Rock|Reflective|Wistful|Plaintive|Poignant|Intimate|Bittersweet|Searching	Pop/Rock	http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:0xfexqq0ldfe
86702025	86702025-joe-lally-glorytellers	Joe Lally, Glorytellers	2009-06-10 20:00:00 +0000		42.36393	-71.10122	Middle East Club	472 Massachusetts Ave.	Cambridge	MA	02139	United States	9	 $9.00	http://www.mideastclub.com/	Alternative	Joe Lally	Joe Lally	Indie Rock|Reflective|Sparse|Nocturnal|Brooding|Searching|Earnest|Intimate|Quirky|Bleak|Cerebral	Pop/Rock	http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:fbfyxqugldae
86330211	86330211-sophia-bilides	Sophia Bilides	2009-06-10 20:00:00 +0000		42.36165	-71.11788	Scullers Jazz Club	400 Soldiers Field Rd.	Boston	MA	02134	United States	18	 $18	http://www.scullersjazz.com/	Jazz	Sophia Bilides	Sophia Bilides		Folk	http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:fifwxql5ldte
86909771	86909771-tyler-winn-education-fund-benefit-with-the-loomers-don-white-jim-infantino-alastiar-moock-rob-laurens	Tyler Winn Education Fund Benefit With The Loomers, Don White, Jim Infantino, Alastiar Moock &amp;amp; Rob Laurens	2009-06-10 20:00:00 +0000		42.37395	-71.11987	Club Passim	47 Palmer St.	Cambridge	MA	02138	United States	25	 $25.00	http://www.clubpassim.org/	Music	Tyler Winn Education Fund Benefit 				
86854207	86854207-the-ultimate-abba-tribute	The Ultimate Abba Tribute	2009-06-10 20:00:00 +0000		42.09501	-71.2624	Showcase Live	23 Patriot Place	Foxboro	MA	02035	United States	-1		http://showcaselive.com/	Music	The Ultimate Abba Tribute				
87087667	87087667-bjorn-again	Bjorn Again	2009-06-10 20:00:00 +0000		42.09501	-71.2624	Showcase Live	23 Patriot Place	Foxboro	MA	02035	United States	-1		http://showcaselive.com/	Music	Bjorn Again				
85710927	85710927-vince-gill	Vince Gill	2009-06-10 20:00:00 +0000		42.64524	-71.30442	Lowell Memorial Auditorium	50 E. Merrimack St.	Lowell	MA	01852	United States	47	 $47.75, $57.75	http://www.lowellauditorium.com	Folk	Vince Gill	Vince Gill	Bluegrass|Progressive Bluegrass|Contemporary Country|New Traditionalist|Laid-Back/ Mellow|Refined/ Mannered|Amiable/ Good-Natured|Earnest|Rollicking|Bittersweet|Gentle|Reflective|Guitar|Vocals|Vocals (Background)	Country	http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:abfqxq85ldte
87036416	87036416-newport-baroque-at-the-boston-early-music-festival	Newport Baroque at the Boston Early Music Festival	2009-06-11 15:00:00 +0000		42.35356	-71.07552	First Church in Boston	66 Marlborough St.	Boston	MA	02116	United States	-2	 donations accepted	http://www.fscboston.org/	Classical	Newport Baroque at the Boston Early Music Festival				
86851818	86851818-king-size-boston-presents-mstrkrft	King Size Boston Presents Mstrkrft	2009-06-11 18:00:00 +0000		42.34982	-71.06525	The Roxy	279 Tremont St.	Boston	MA	02116	United States	15	 $15	http://www.roxyplex.com/v2roxy/	Techno &amp; Dance	Mstrkrft	MSTRKRFT	Alternative Dance|Club/Dance|Indie Electronic|Quirky|Lively|Energetic|Aggressive|Swaggering|Refined/ Mannered|Manic|Exuberant|Slick|Rousing|Rollicking|Playful|Party/ Celebratory|Light|Hedonistic|Fun|Brittle	Pop/Rock	http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:0cfoxq9sldse
86815401	86815401-smv-stanley-clarke-marcus-miller-victor-wooten-thunder	SMV - Stanley Clarke, Marcus Miller, Victor Wooten - Thunder	2009-06-11 19:00:00 +0000		42.34739	-71.09572	House Of Blues	15 Lansdowne St.	Boston	MA	02215	United States	35	 $35.00 - $45.00	http://www.hob.com/venues/clubvenues/boston/	Jazz	SMV - Stanley Clarke	Stanley Clarke	Jazz-Funk|Fusion|Post-Bop|Contemporary Jazz|Crossover Jazz|Funk|Street-Smart|Energetic|Rollicking|Freewheeling|Playful|Elegant|Sophisticated|Stylish|Bass	Jazz	http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:dvfqxqe5ldfe
86288027	86288027-dark-star-orchestra	Dark Star Orchestra	2009-06-11 19:30:00 +0000		42.24027	-70.81356	South Shore Music Circus	130 Sohier St.	Cohasset	MA	02025	United States	33	 $33.25 - $49.25	http://themusiccircus.org	Rock	Dark Star Orchestra	Dark Star Orchestra		Pop/Rock	http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:azfoxqysldse
86559300	86559300-bongo-love	Bongo Love	2009-06-11 20:00:00 +0000		42.37395	-71.11987	Club Passim	47 Palmer St.	Cambridge	MA	02138	United States	15	 $15.00	http://www.clubpassim.org/	Music	Bongo Love	Bongo Love		Pop/Rock	http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:gpfrxze5ld0e
86841421	86841421-bidmc-boston-gay-mens-chorus-totally-80s-concert	BIDMC &amp;amp; Boston Gay Men's Chorus Totally 80's Concert	2009-06-11 20:00:00 +0000	2009-06-11 22:00:00 +0000	42.34988	-71.07235	Back Bay Events Center	180 Berkeley St.	Boston	MA	02116	United States	75	 $75 for Individual Concert Tickets/ $150 for Concert Tickets and VIP-Pre Reception with the Chorus	http://www.backbayeventscenter.com/	Charity &amp; Volunteer	BIDMC 				
86457842	86457842-junior-brown	Junior Brown	2009-06-11 20:45:00 +0000		42.39725	-71.12317	Johnny D's Restaurant &amp; Music Club	17 Holland St.	Somerville	MA	02144	United States	20	 $20	http://www.johnnyds.com	Music	Junior Brown	Junior Brown	Honky Tonk|Alternative Country|Neo-Traditionalist Country|Americana|Contemporary Country|Earnest|Amiable/ Good-Natured|Bittersweet|Fun|Humorous|Energetic|Playful|Cheerful|Guitar|Guitar (Steel)|Vocals|Slide Guitar	Country	http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:0cfexq85ldfe
86874989	86874989-sunset-rubdown	Sunset Rubdown	2009-06-11 21:00:00 +0000		42.36393	-71.10122	Middle East Club	472 Massachusetts Ave.	Cambridge	MA	02139	United States	12	 $12.00	http://www.mideastclub.com/	Alternative	Sunset Rubdown	Sunset Rubdown	Indie Rock|Volatile|Visceral|Urgent|Stylish|Sophisticated|Irreverent|Eccentric|Dramatic|Complex|Cerebral|Cathartic	Pop/Rock	http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:knfexqesldke
86928778	86928778-trampled-by-turtles-the-devil-makes-3	Trampled By Turtles, The Devil Makes 3	2009-06-11 21:00:00 +0000		42.36393	-71.10122	Middle East Club	472 Massachusetts Ave.	Cambridge	MA	02139	United States	9	 $9.00	http://www.mideastclub.com/	Country	Trampled By Turtles	Trampled by Turtles		Country	http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:dvfuxqyrld6e
86874475	86874475-smv	SMV	2009-06-11 23:00:00 +0000		42.34739	-71.09572	House Of Blues	15 Lansdowne St.	Boston	MA	02215	United States	-1		http://www.hob.com/venues/clubvenues/boston/	Music	SMV	S.M.V.	Contemporary Jazz|Smooth Jazz|Crossover Jazz|Street-Smart|Rollicking|Energetic|Party/ Celebratory|Carefree|Soothing|Stylish|Sophisticated|Playful|Freewheeling|Elegant	Jazz	http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:3bfixzq5ldke
86954513	86954513-tom-yates-group	Tom Yates Group	2009-06-12 19:00:00 +0000		42.46211	-71.3498	Concords Colonial Inn	48 Monument Square	Concord	MA	01742	United States	0	 no cover	http://www.concordscolonialinn.com	Blues	Tom Yates Group				
86998922	86998922-bert-seager-jazz-trio	Bert Seager Jazz Trio	2009-06-12 19:00:00 +0000	2009-06-12 20:30:00 +0000	42.4819	-71.4403	Acton Jazz Cafe	452 Great Rd, Rte. 2A	Acton	MA	01720	United States	10	 $10	http://www.actonjazzcafe.com	Jazz	Bert Seager Jazz Trio				
86913748	86913748-the-joshua-tree-u2-tribute-concert-cruise	The Joshua Tree U2 Tribute - Concert Cruise	2009-06-12 19:15:00 +0000	2009-06-12 23:00:00 +0000	42.35597	-71.04968	Mass Bay Lines	60 Rowes Wharf	Boston	MA	02110	United States	25	 $25	http://www.massbaylines.com	Music	The Joshua Tree U2 Tribute - Concert Cruise				
86875098	86875098-intermission-johnny-gardner	Intermission, Johnny Gardner	2009-06-12 20:00:00 +0000		42.36393	-71.10122	Middle East Club	472 Massachusetts Ave.	Cambridge	MA	02139	United States	10	 $10.00	http://www.mideastclub.com/	Alternative	Intermission	Intermission	Free Improvisation|Atonal|Avant-Garde Jazz|Difficult|Freewheeling|Organic|Uncompromising|Provocative|Sophisticated|Nocturnal|Urgent|Raucous|Tense/Anxious|Visceral|Volatile|Indulgent	Jazz	http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:gxfoxqwkld6e
87063959	87063959-rockport-chamber-music-festival-david-finckel-and-wu-han	Rockport Chamber Music Festival: David Finckel and Wu Han	2009-06-12 20:00:00 +0000		42.65835	-70.6181	Rockport Art Association	12 Main St.	Rockport	MA	01966	United States	33	 $33-$50	http://www.rockportartassn.org	Classical	Rockport Chamber Music Festival				
87032079	87032079-experiment-super-secret-summer-surprise	EXPERIMENT: Super Secret Summer Surprise	2009-06-12 20:00:00 +0000	2009-06-12 23:59:00 +0000	42.3524	-71.0447	Institute of Contemporary Art/Boston	100 Northern Ave.	Boston	MA	02210	United States	25	 $25, $20 for members		Alternative	EXPERIMENT				
86559210	86559210-red-molly-jud-caswell-opens	Red Molly, Jud Caswell Opens	2009-06-12 20:00:00 +0000		42.37395	-71.11987	Club Passim	47 Palmer St.	Cambridge	MA	02138	United States	20	 $20.00	http://www.clubpassim.org/	Music	Red Molly	Red Molly	Contemporary Folk	Folk	http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:jvfpxqedldhe
86330227	86330227-the-manhattans-feat-blue-lovett-gerald-alston	The Manhattans Feat. Blue Lovett &amp;amp; Gerald Alston	2009-06-12 20:00:00 +0000		42.36165	-71.11788	Scullers Jazz Club	400 Soldiers Field Rd.	Boston	MA	02134	United States	35	 $35	http://www.scullersjazz.com/	Jazz	The Manhattans 				
86907859	86907859-boston-pops-celebrate-apollo-11-anniversary	Boston Pops celebrate Apollo 11 Anniversary	2009-06-12 20:00:00 +0000		42.34266	-71.08473	Boston Symphony Hall	301 Massachusetts Ave.	Boston	MA	02115	United States	20	 $20.00 - $89.00	http://www.bso.org	Pop	Boston Pops celebrate Apollo 11 Anniversary				
87032084	87032084-no-static-band-steely-dan-tribute	No Static Band (Steely Dan Tribute)	2009-06-12 20:00:00 +0000		42.41515	-71.15075	Regent Theatre	7 Medford St.	Arlington	MA	02474	United States	14	 $14	http://regenttheatre.com	Rock	No Static Band (Steely Dan Tribute)				
86795317	86795317-pink-martini-presented-by-world-musiccrasharts	Pink Martini presented by World Music/CRASHarts	2009-06-12 20:00:00 +0000		42.354	-71.0622	Boston Opera House	539 Washington St.	Boston	MA	02111	United States	40	 $40-$65	http://www.livenation.com/venue/getVenue/venueId/2787/	Music	Pink Martini presented by World Music				
86814527	86814527-get-the-led-out	Get The Led Out	2009-06-12 20:00:00 +0000		42.34739	-71.09572	House Of Blues	15 Lansdowne St.	Boston	MA	02215	United States	-1		http://www.hob.com/venues/clubvenues/boston/	Music	Get The Led Out	Get the Led Out		Pop/Rock	http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:kbfexzq5ldhe
86716825	86716825-patty-smyth-scandal	Patty Smyth &amp;amp; Scandal	2009-06-12 20:00:00 +0000		42.09501	-71.2624	Showcase Live	23 Patriot Place	Foxboro	MA	02035	United States	26	 $26.00	http://showcaselive.com/	Rock	Patty Smyth 	Patty Smyth	Pop/Rock|Album Rock|Vocals	Pop/Rock	http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:0pfixqt5ldte
86497703	86497703-battleships	Battleships	2009-06-12 20:30:00 +0000		42.38077	-71.09843	PA's Lounge	345 Somerville Ave.	Somerville	MA	02143	United States	7	 $7for21 /for18-20	http://www.paslounge.com	Music	Battleships	Battleship		Pop/Rock	http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:wbfexqtsldke
86222368	86222368-sofia-koutsovitis-cd-release-concert	Sofia Koutsovitis CD Release Concert	2009-06-12 21:00:00 +0000		42.34046	-71.0755	Casa de la Cultura	85 W. Newton St.	Boston	MA		United States	15	 $15 - $20		Music	Sofia Koutsovitis CD Release Concert				
86710589	86710589-jim-ambrose-and-the-generous-poor	Jim Ambrose and the Generous Poor	2009-06-12 21:00:00 +0000		42.27691	-71.41616	Happy Swallow	398 Waverly St.	Framingham	MA	01702	United States	-1		http://www.myspace.com/thehappyswallowpub	Country	Jim Ambrose and the Generous Poor				
86523745	86523745-the-ten-foot-polecats-at-the-lincoln-bar-waltham	The Ten Foot Polecats at The Lincoln Bar - Waltham	2009-06-12 21:00:00 +0000	2009-06-13 00:30:00 +0000	42.36818	-71.23747	The Lincoln Lounge	467 Moody St.	Waltham	MA	02453	United States	-1			Blues	The Ten Foot Polecats at The Lincoln Bar - Waltham				
